Team,Season,Density,Std_Degree,Mean_Degree,Max_Degree,Entropy,GP,Made_Playoffs,Deep_Run,Is_Champion,Success_Level,N_Players
BKN,2023-24,0.6951298964463754,1336.2388809411195,2017.7142857142858,4610,0.9020312342264886,82,False,False,False,Lottery,14
BOS,2015-16,0.7896826423756309,2323.5677394902864,4502.4,10479,0.9478951227320458,82,True,False,False,First Round,10
BOS,2016-17,0.7486354785303689,2506.6088590408804,4325.833333333333,10108,0.9321357572358226,80,True,True,False,Deep Run,12
BOS,2017-18,0.760726510296268,1972.8354598088738,3517.6923076923076,6835,0.9378956227333684,81,True,True,False,Deep Run,13
BOS,2018-19,0.8004409858925212,2021.5735136458381,4048.7272727272725,7566,0.941867308650342,80,True,False,False,First Round,11
BOS,2019-20,0.7402088008895455,1820.7267016832104,3073.3333333333335,5880,0.9197788772042829,71,True,True,False,Deep Run,12
BOS,2020-21,0.5926232925449166,1309.2181731293188,1579.076923076923,4201,0.8527384796655058,66,True,False,False,First Round,13
BOS,2021-22,0.6143743276648294,2007.8449613675077,2534.3333333333335,6208,0.8633188672629676,77,True,True,False,Deep Run,12
BOS,2022-23,0.7048360058312847,2201.118335981526,3401.3846153846152,7291,0.9131851920170817,82,True,True,False,Deep Run,13
BOS,2023-24,0.6120418268914352,2379.73071705903,2989.0,7189,0.8669665148604631,82,True,True,True,Champion,14
CHA,2015-16,0.64312368127888,2864.7044992055626,3845.6363636363635,10897,0.8947727383691914,81,True,False,False,First Round,11
CHA,2016-17,0.6537454761474474,2740.644642753095,3765.818181818182,10191,0.8911214109548216,81,False,False,False,Lottery,11
CHA,2017-18,0.6147119262295164,2553.550153757529,3225.4285714285716,10386,0.8907310111352831,81,False,False,False,Lottery,14
CHA,2018-19,0.6468873874249219,2336.266875927396,3162.133333333333,10749,0.9163492287162714,82,False,False,False,Lottery,15
CHA,2019-20,0.6586366844381344,2223.90461104074,3089.090909090909,8350,0.9043161217336411,65,False,False,False,Lottery,11
CHA,2020-21,0.7574408795221146,1880.506456395292,3323.076923076923,6776,0.9398824117157896,69,False,False,False,Lottery,13
CHA,2021-22,0.689219115958893,2580.406067089903,3842.7272727272725,9455,0.9089209212582214,80,False,False,False,Lottery,11
CHA,2022-23,0.7140212270195581,1536.7779572195582,2428.285714285714,5690,0.9260472320303231,73,False,False,False,Lottery,14
CHA,2023-24,0.6432234418154706,1194.1593675702209,1603.4117647058824,4428,0.9092075231480649,76,False,False,False,Lottery,17
CHI,2015-16,0.6967434175116324,2200.0234553480636,3334.714285714286,7833,0.9218549693340299,81,False,False,False,Lottery,14
CHI,2016-17,0.6555000106573708,1880.521168896183,2594.0,6657,0.9050799501865082,81,True,False,False,First Round,15
CHI,2017-18,0.7207977694964205,1774.6009754934269,2851.3333333333335,6042,0.9273905077630102,77,False,False,False,Lottery,15
CHI,2018-19,0.7409951509929706,1335.0569475698173,2258.153846153846,4454,0.9317932874453018,81,False,False,False,Lottery,13
CHI,2019-20,0.6663340305361557,1805.2807006566225,2551.1428571428573,6360,0.9081973535876888,65,False,False,False,Lottery,14
CHI,2020-21,0.6427184885857442,1778.636906425243,2385.5714285714284,5842,0.8854811068157425,71,False,False,False,Lottery,14
CHI,2021-22,0.7113185624238422,2075.1025409737117,3257.3333333333335,6743,0.9113418864099883,77,True,False,False,First Round,12
CHI,2022-23,0.7389718038254591,2168.23450669734,3648.181818181818,7301,0.9187023534850476,82,False,False,False,Lottery,11
CHI,2023-24,0.6751893687934016,2546.165941175084,3671.0,8339,0.9025068773267292,79,False,False,False,Lottery,12
CLE,2015-16,0.7474864714116463,2272.9934644112373,3910.7272727272725,8377,0.9300384356966971,82,True,True,True,Champion,11
CLE,2016-17,0.5510522282233773,2656.8757423069624,2943.5384615384614,8941,0.8587485583634796,79,True,True,False,Deep Run,13
CLE,2017-18,0.6214851467709892,1753.7245048435884,2247.1666666666665,7631,0.908653990507349,82,True,True,False,Deep Run,12
CLE,2018-19,0.6147725722372983,1691.858125957182,2137.285714285714,6467,0.8928563994643246,82,False,False,False,Lottery,14
CLE,2019-20,0.6821080673279484,1770.0590777962439,2592.8333333333335,5532,0.8948149584095665,65,False,False,False,Lottery,12
CLE,2020-21,0.6522481005578277,1722.4883163609557,2359.0,6050,0.906490720689375,67,False,False,False,Lottery,14
CLE,2021-22,0.7205098002558231,1787.8080853380209,2870.5,8073,0.9365150144947658,74,False,False,False,Lottery,12
CLE,2022-23,0.7165166838999365,2167.876856769245,3446.5454545454545,7791,0.9200685602320646,79,True,False,False,First Round,11
CLE,2023-24,0.7718768788794859,1968.976963812342,3621.846153846154,6725,0.9341567539332091,82,True,False,False,First Round,13
DAL,2015-16,0.6598677997810164,2703.807209948858,3766.0,9588,0.8978993019505174,80,True,False,False,First Round,14
DAL,2016-17,0.7648807364533581,1286.648769305577,2320.6666666666665,4418,0.9224096576214259,81,False,False,False,Lottery,12
DAL,2017-18,0.6532211180472496,2432.666727746327,3338.769230769231,8344,0.8926877330207228,82,False,False,False,Lottery,13
DAL,2018-19,0.7512647842020227,1337.483175556971,2324.4285714285716,4935,0.9346165393880829,81,False,False,False,Lottery,14
DAL,2019-20,0.6434937908074869,1975.9291372808784,2654.6666666666665,7730,0.8915311466172562,74,True,False,False,First Round,15
DAL,2020-21,0.6369628375735221,2095.5103797116562,2775.6923076923076,8108,0.8920596831475597,70,True,False,False,First Round,13
DAL,2021-22,0.6244250418887793,2173.8584196242928,2803.0,7499,0.8975957594453313,82,True,True,False,Deep Run,14
DAL,2022-23,0.6276451892348538,1497.220370130828,1943.857142857143,6016,0.8932273597435566,78,False,False,False,Lottery,14
DAL,2023-24,0.6879684529329682,1841.814360593621,2734.8333333333335,7620,0.9245006993954901,79,True,True,False,Deep Run,12
DEN,2015-16,0.6943882236645207,1839.0751502217806,2772.1428571428573,7534,0.9141571962233851,82,False,False,False,Lottery,14
DEN,2016-17,0.7332447597078761,1954.7927476820994,3240.923076923077,6852,0.9177121168185147,82,False,False,False,Lottery,13
DEN,2017-18,0.6076794501989935,2817.321787718889,3506.3333333333335,9103,0.8712327550561562,81,False,False,False,Lottery,12
DEN,2018-19,0.7119701568995981,2832.9444688585695,4454.0,10286,0.9251035247023959,82,True,False,False,First Round,11
DEN,2019-20,0.530956468268275,2742.4653105539614,2917.8571428571427,9857,0.8371798575948759,73,True,True,False,Deep Run,14
DEN,2020-21,0.6161393847205104,2347.6693525470932,2974.3333333333335,9481,0.8888170472085877,72,True,False,False,First Round,12
DEN,2021-22,0.671534274210717,2548.204605218971,3643.5384615384614,9902,0.91218390659713,75,True,False,False,First Round,13
DEN,2022-23,0.5558278199096308,2582.644573704024,2889.076923076923,8973,0.8559602472429818,80,True,True,True,Champion,13
DEN,2023-24,0.6551314096876445,2755.8726805505653,3798.3636363636365,10678,0.8953660938275994,82,True,False,False,First Round,11
DET,2015-16,0.7105838543686659,1865.1552391465175,2922.5454545454545,7351,0.9158362018861977,81,True,False,False,First Round,11
DET,2016-17,0.7848334874704412,2024.6134576487832,3866.7272727272725,7727,0.9372649787600561,82,False,False,False,Lottery,11
DET,2017-18,0.6613348958460802,1675.8490750807425,2341.8571428571427,6379,0.9000666918339132,82,False,False,False,Lottery,14
DET,2018-19,0.6009766857611978,2429.4655194217453,2981.5384615384614,8032,0.8784097374670924,82,True,False,False,First Round,13
DET,2019-20,0.7400103630416451,926.0313489140623,1562.3076923076924,3275,0.9273705144719241,66,False,False,False,Lottery,13
DET,2020-21,0.8281656834696187,808.6791425253625,1775.3333333333333,2906,0.9592674135065399,70,False,False,False,Lottery,15
DET,2021-22,0.6680498680991712,1883.1093858784925,2671.4285714285716,6499,0.9005419279705834,82,False,False,False,Lottery,14
DET,2022-23,0.6674370504661316,1625.1408039468645,2302.285714285714,6289,0.9156238313802427,76,False,False,False,Lottery,14
DET,2023-24,0.5406399814579518,1634.5691198638426,1773.2941176470588,6010,0.856552823667137,77,False,False,False,Lottery,17
GSW,2015-16,0.7124985169876406,2690.4695894156184,4235.454545454545,9698,0.9228056187101108,81,True,True,False,Deep Run,11
GSW,2016-17,0.7575817288556262,2312.792973623661,4088.5454545454545,8505,0.934771418986865,79,True,True,True,Champion,11
GSW,2017-18,0.7944283462966168,1832.5238144734285,3602.4285714285716,7885,0.9549828005960395,80,True,True,True,Champion,14
GSW,2018-19,0.724967859115624,2212.1616356045997,3591.5714285714284,7617,0.9272072129144528,80,True,True,False,Deep Run,14
GSW,2019-20,0.9290849440483148,484.112653443896,1752.2857142857142,2297,0.9771564173033167,60,False,False,False,Lottery,7
GSW,2020-21,0.6964241199895501,1987.7053464683086,3010.6153846153848,7429,0.9250953659397009,71,False,False,False,Lottery,13
GSW,2021-22,0.7522958862064789,1907.3626818201094,3324.0,7315,0.9430546608624144,82,True,True,True,Champion,15
GSW,2022-23,0.7226901205259031,2337.234409807996,3773.076923076923,7787,0.9191833772622614,82,True,False,False,First Round,13
GSW,2023-24,0.7749929323154017,1818.3865858255235,3374.714285714286,7329,0.9422230106679587,77,False,False,False,Lottery,14
HOU,2015-16,0.6760462624308965,2304.725805817256,3329.4,8478,0.9044500641082523,82,True,False,False,First Round,10
HOU,2016-17,0.6043619066405015,2854.3465680569543,3527.818181818182,11477,0.8814894164184249,81,True,False,False,First Round,11
HOU,2017-18,0.6175375588062378,2363.3561033001183,3003.076923076923,8888,0.8821705174826163,82,True,True,False,Deep Run,13
HOU,2018-19,0.5879705824113716,2422.756963782285,2894.1666666666665,8964,0.873184563678063,82,True,False,False,First Round,12
HOU,2019-20,0.5874084466929044,1918.6647845716968,2289.3333333333335,6881,0.8671898204398769,72,True,False,False,First Round,12
HOU,2020-21,0.7693978840053831,859.6760543177569,1570.2857142857142,3205,0.9424279134926721,70,False,False,False,Lottery,14
HOU,2021-22,0.7928612629262003,1495.9946988171075,2926.8333333333335,6012,0.9427454576448948,79,False,False,False,Lottery,12
HOU,2022-23,0.7637354371439966,1859.2113719585072,3342.7272727272725,6606,0.9365698071722245,82,False,False,False,Lottery,11
HOU,2023-24,0.6639307332361236,2403.9187393827515,3378.8333333333335,9121,0.9065029952666057,82,False,False,False,Lottery,12
IND,2015-16,0.6799094222584894,2543.510304022114,3707.0,8452,0.9085515900510656,81,True,False,False,First Round,12
IND,2016-17,0.6974561747089775,2414.614973908309,3666.1666666666665,9977,0.9222751182033481,82,True,False,False,First Round,12
IND,2017-18,0.7257037860362425,2376.4894452392027,3865.5,7280,0.9095220121482271,82,True,False,False,First Round,12
IND,2018-19,0.7928781873993688,2132.7925123711507,4172.909090909091,8010,0.9418285829432878,82,True,False,False,First Round,11
IND,2019-20,0.7543749431313945,1934.590220773911,3390.3636363636365,7043,0.9270756736397576,73,True,False,False,First Round,11
IND,2020-21,0.6306935033031394,2420.791657396545,3163.5384615384614,7881,0.8940529960585779,72,False,False,False,Lottery,13
IND,2021-22,0.7018777407449325,1060.3182205776193,1626.9333333333334,4394,0.9218143332634279,81,False,False,False,Lottery,15
IND,2022-23,0.7238000819712241,2240.6686898144476,3627.230769230769,8167,0.9243815020525511,80,False,False,False,Lottery,13
IND,2023-24,0.693992293695198,1949.495115946842,2935.846153846154,7917,0.9158229789998067,82,True,True,False,Deep Run,13
LAC,2015-16,0.7166267741018378,2188.1169733103598,3479.6666666666665,9837,0.9345296269490295,80,True,False,False,First Round,12
LAC,2016-17,0.7122963225339629,2412.99574910672,3796.769230769231,8342,0.9116161261674492,82,True,False,False,First Round,13
LAC,2017-18,0.7219510218222867,1609.108664409446,2592.8571428571427,5966,0.9313552437840943,80,False,False,False,Lottery,14
LAC,2018-19,0.6298472480867056,1790.2046360830525,2335.230769230769,5093,0.8744191117252402,82,True,False,False,First Round,13
LAC,2019-20,0.752616192190823,1461.3030619583635,2548.8333333333335,5296,0.9307687321139648,72,True,False,False,First Round,12
LAC,2020-21,0.7900286989482753,1284.79365874919,2492.153846153846,4841,0.9456271067793677,72,True,True,False,Deep Run,13
LAC,2021-22,0.6376851866254305,1704.816430359729,2261.714285714286,6848,0.8898539298718581,81,False,False,False,Lottery,14
LAC,2022-23,0.7589666384437445,1234.9862005526845,2191.4666666666667,4523,0.9365667207135162,81,True,False,False,First Round,15
LAC,2023-24,0.6509032785448366,2159.8491098951317,2949.230769230769,8339,0.9004184675661432,76,True,False,False,First Round,13
LAL,2015-16,0.6546972632258011,2175.619282462403,2995.733333333333,7808,0.904790928006955,81,False,False,False,Lottery,15
LAL,2016-17,0.678412537917088,1759.800638059404,2556.0,6505,0.9156070250751501,82,False,False,False,Lottery,14
LAL,2017-18,0.7475621148871112,1595.0767695714355,2744.909090909091,5512,0.9213393502461025,82,False,False,False,Lottery,11
LAL,2018-19,0.6595084971263856,1852.0026997820494,2577.5,6581,0.9028099565814027,82,False,False,False,Lottery,16
LAL,2019-20,0.686700920422358,2067.677111854965,3061.1666666666665,8763,0.9174291425879282,69,True,True,True,Champion,12
LAL,2020-21,0.7606470603774823,1800.8371721813328,3210.3076923076924,7691,0.9404003217923143,69,True,False,False,First Round,13
LAL,2021-22,0.602101416567654,2249.6390722859423,2767.3333333333335,8492,0.8912593646189246,78,False,False,False,Lottery,15
LAL,2022-23,0.6564516286886005,1360.7038598030213,1880.923076923077,4366,0.8958937480979995,81,True,True,False,Deep Run,13
LAL,2023-24,0.5612773595979705,2819.76656258202,3189.3846153846152,7747,0.8499465768930743,82,True,False,False,First Round,13
MEM,2015-16,0.5625668428557896,1501.090392635935,1702.3076923076924,5479,0.8578349694214134,78,True,False,False,First Round,13
MEM,2016-17,0.6496619286453572,2480.0918309199596,3377.285714285714,9152,0.9072703486771295,77,True,False,False,First Round,14
MEM,2017-18,0.7308159302576483,1922.6748595081322,3168.0,7684,0.9315372891720112,82,False,False,False,Lottery,13
MEM,2018-19,0.6842067391605902,1057.527710925345,1556.625,4778,0.9310482188751257,82,False,False,False,Lottery,16
MEM,2019-20,0.6720510342337301,1764.1257385180272,2525.3846153846152,6641,0.9021905102784116,73,False,False,False,Lottery,13
MEM,2020-21,0.7930349152287154,1560.0830551252354,3053.8333333333335,6819,0.9488805452395661,70,True,False,False,First Round,12
MEM,2021-22,0.7302762788380938,1861.4997026207504,3063.0,6375,0.9263830759763233,78,True,False,False,First Round,14
MEM,2022-23,0.6933847660955242,1989.2453599394964,2991.4285714285716,7064,0.9187533113779435,80,True,False,False,First Round,14
MEM,2023-24,0.7846322807323353,884.7802891113703,1688.8,3572,0.9476051562571831,66,False,False,False,Lottery,15
MIA,2015-16,0.6651533070180865,2339.437642940521,3297.230769230769,9506,0.9103568973187599,81,True,False,False,First Round,13
MIA,2016-17,0.7082829152305592,2202.545194390647,3432.0,8650,0.9223480523684718,78,False,False,False,Lottery,12
MIA,2017-18,0.6922037222168619,2388.3776078403384,3581.6923076923076,8973,0.9077848679267211,81,True,False,False,First Round,13
MIA,2018-19,0.7815143593895193,1737.3467136141205,3285.818181818182,6103,0.9292785835637974,82,False,False,False,Lottery,11
MIA,2019-20,0.7220998763144714,1912.7852437973502,3083.3333333333335,6327,0.9174262743347679,73,True,True,False,Deep Run,12
MIA,2020-21,0.662413525331031,1714.1385532073646,2401.1428571428573,5427,0.8947639268338653,72,True,False,False,First Round,14
MIA,2021-22,0.7587945623945466,2069.3642877839457,3670.3333333333335,7884,0.9303791579366317,79,True,True,False,Deep Run,12
MIA,2022-23,0.7630002606918653,1988.735416176711,3568.3333333333335,6133,0.9284540516671963,80,True,True,False,Deep Run,12
MIA,2023-24,0.7707275311176084,1436.5400326152148,2633.8571428571427,5339,0.9367123386693424,75,True,False,False,First Round,14
MIL,2015-16,0.7395680412472471,2111.0032080455726,3557.3846153846152,7606,0.9323658582762335,80,False,False,False,Lottery,13
MIL,2016-17,0.6140228128901664,2477.5289203196817,3124.8571428571427,8881,0.8791577631938,81,True,False,False,First Round,14
MIL,2017-18,0.6345652964394374,2525.3891064326876,3327.8333333333335,7852,0.89004077459064,82,True,False,False,First Round,12
MIL,2018-19,0.5915038203548565,2249.382790344943,2706.75,7595,0.8745520087400543,81,True,True,False,Deep Run,16
MIL,2019-20,0.7451793835675831,1681.1756628822154,2874.923076923077,6278,0.9328524640897948,68,True,False,False,First Round,13
MIL,2020-21,0.6624871810331016,1854.496149077196,2598.181818181818,5313,0.877275582974386,70,True,True,True,Champion,11
MIL,2021-22,0.6263560163627903,2041.8557871592097,2643.6666666666665,6376,0.8766661124818502,72,True,False,False,First Round,12
MIL,2022-23,0.6947174090947167,1905.8327138900029,2875.0,6787,0.9041541523430365,81,True,False,False,First Round,12
MIL,2023-24,0.5960808444762401,2384.434928655861,2896.6153846153848,8465,0.8760040813216627,82,True,False,False,First Round,13
MIN,2015-16,0.7302480760049231,2269.6970811101646,3734.4,9022,0.9261284677251795,82,False,False,False,Lottery,10
MIN,2016-17,0.6882722800471908,2681.675191873681,3984.7272727272725,10059,0.9063497748370263,82,False,False,False,Lottery,11
MIN,2017-18,0.7910186355339182,2291.8089710968497,4458.8,8618,0.9309842348606508,82,True,False,False,First Round,10
MIN,2018-19,0.7385614927333213,1839.9718831037187,3092.5714285714284,6770,0.9290279838232887,81,False,False,False,Lottery,14
MIN,2019-20,0.7431758777126956,543.0124214011299,923.7142857142857,1874,0.9296949763190433,63,False,False,False,Lottery,14
MIN,2020-21,0.7272012315739341,1737.4095532014194,2836.6666666666665,6861,0.9329601887673471,72,False,False,False,Lottery,15
MIN,2021-22,0.761198290341571,2020.2070782196781,3606.8333333333335,7757,0.9355510578268791,79,True,False,False,First Round,12
MIN,2022-23,0.7629349650457077,1352.0668289915154,2425.5384615384614,5631,0.9375438146767594,79,True,False,False,First Round,13
MIN,2023-24,0.8155716203570424,2020.5497766697063,4249.0,8038,0.9499054343152076,82,True,True,False,Deep Run,10
NOP,2015-16,0.7547233382889321,1530.0891477296348,2684.0,6550,0.9410962733237213,80,False,False,False,Lottery,15
NOP,2016-17,0.6018724496504182,2101.458576503551,2583.818181818182,6686,0.8633680666644078,80,False,False,False,Lottery,11
NOP,2017-18,0.5450181631951684,2684.9381754366636,2938.6153846153848,8399,0.8272208616096928,82,True,False,False,First Round,13
NOP,2018-19,0.6924582266155102,1805.2666940745055,2708.8571428571427,7140,0.9204872181164586,73,False,False,False,Lottery,14
NOP,2019-20,0.7050888459475873,2069.0772418286033,3199.285714285714,8091,0.931323542126596,65,False,False,False,Lottery,14
NOP,2020-21,0.6890810090062263,1836.5793070326172,2734.1428571428573,6377,0.9107323422656642,71,False,False,False,Lottery,14
NOP,2021-22,0.6859978572638731,1589.7176042380893,2349.714285714286,5736,0.9161279971524241,78,True,False,False,First Round,14
NOP,2022-23,0.7321623973132956,1951.2689695979836,3226.153846153846,8369,0.9315900594694729,79,False,False,False,Lottery,13
NOP,2023-24,0.817675602821371,1763.690921524139,3735.0,6593,0.9501060570640357,82,True,False,False,First Round,12
NYK,2015-16,0.8376360349039167,2000.7246742673572,4544.333333333333,8506,0.9593567645907999,82,False,False,False,Lottery,12
NYK,2016-17,0.7170298066910846,1886.259527720711,3002.6153846153848,7656,0.9261843092110632,82,False,False,False,Lottery,13
NYK,2017-18,0.7686505291258473,1669.6003126741539,3043.285714285714,6194,0.9339664973301718,78,False,False,False,Lottery,14
NYK,2018-19,0.8142248114758778,1066.584950025689,2232.923076923077,4680,0.953231501185622,75,False,False,False,Lottery,13
NYK,2019-20,0.6727021827721823,1534.5562659392235,2200.0,5062,0.9030059454810245,66,False,False,False,Lottery,15
NYK,2020-21,0.703342000848103,1947.1550115203693,2998.1666666666665,7730,0.9188683962593814,72,True,False,False,First Round,12
NYK,2021-22,0.6600411636644332,2194.546808313177,3057.8571428571427,7537,0.8995179753582352,81,False,False,False,Lottery,14
NYK,2022-23,0.5600801219575525,2576.0657514037866,2906.6666666666665,8680,0.8540473720399335,82,True,False,False,First Round,15
NYK,2023-24,0.5704012977391606,2451.0560168288966,2824.3076923076924,9022,0.8601163974367455,81,True,False,False,First Round,13
OKC,2015-16,0.6055297552784217,2554.138716540927,3164.5,10111,0.8903931332554268,82,True,True,False,Deep Run,12
OKC,2016-17,0.5803966181226199,2434.182403235678,2862.8333333333335,10035,0.8807497401587617,81,True,False,False,First Round,12
OKC,2017-18,0.5781326106560774,2819.2400079138743,3300.3333333333335,10783,0.8687684948022811,82,True,False,False,First Round,12
OKC,2018-19,0.5427777893235063,2703.443661912727,2945.5384615384614,9453,0.8493548601466524,80,True,False,False,First Round,13
OKC,2019-20,0.6486462322939949,2418.8113299718107,3286.5,7690,0.8942423094570019,70,True,False,False,First Round,12
OKC,2020-21,0.7062697476343786,1224.407645696578,1898.6153846153845,4813,0.9077990742345841,66,False,False,False,Lottery,13
OKC,2021-22,0.7342362132755409,1607.0618142251046,2671.176470588235,6723,0.942171118822825,69,False,False,False,Lottery,17
OKC,2022-23,0.66280145356795,1984.202281491872,2781.8571428571427,7665,0.9140504241375158,76,False,False,False,Lottery,14
OKC,2023-24,0.6021283421516067,2308.930386696889,2840.4285714285716,7420,0.8676739711600482,82,True,False,False,First Round,14
ORL,2015-16,0.7333925097431817,1823.635740384978,3024.6153846153848,7077,0.9323271689650913,79,False,False,False,Lottery,13
ORL,2016-17,0.7420801170156052,2087.7398867461297,3541.2727272727275,8154,0.92961326142699,82,False,False,False,Lottery,11
ORL,2017-18,0.7212820596159581,1629.3732737792539,2621.1428571428573,6477,0.9289864270352697,82,False,False,False,Lottery,14
ORL,2018-19,0.6923550475613148,2256.082537644992,3384.5,7803,0.9119535975021156,81,True,False,False,First Round,12
ORL,2019-20,0.6930583499772591,1895.731502347862,2848.6153846153848,6746,0.9147982647284025,72,True,False,False,First Round,13
ORL,2020-21,0.7826836900204996,629.3051075331797,1194.2857142857142,2520,0.9398090229535617,72,False,False,False,Lottery,14
ORL,2021-22,0.7256446211214289,1870.8622256744673,3042.6153846153848,7621,0.926225303270615,79,False,False,False,Lottery,13
ORL,2022-23,0.6408815362052654,1945.73641690791,2599.285714285714,5848,0.8906597001427086,80,False,False,False,Lottery,14
ORL,2023-24,0.7300182532155894,2024.6233516326763,3329.230769230769,8247,0.9327366118301988,81,True,False,False,First Round,13
PHI,2015-16,0.798950754749674,1971.273714012226,3929.6666666666665,7392,0.9469465329656496,81,False,False,False,Lottery,12
PHI,2016-17,0.7526029786005208,2194.130287610165,3826.909090909091,8636,0.934948729671109,81,False,False,False,Lottery,11
PHI,2017-18,0.6229931134115516,3029.0874189623473,3893.846153846154,11838,0.8933269428771057,81,True,False,False,First Round,13
PHI,2018-19,0.5343858818122097,2208.6481921606924,2366.1428571428573,7795,0.844899106354161,82,True,False,False,First Round,14
PHI,2019-20,0.7029563860387958,1984.5487943509384,3052.923076923077,7558,0.9211587701601125,72,True,False,False,First Round,13
PHI,2020-21,0.6666107510499347,2042.684393295314,2888.4285714285716,7380,0.889445927869062,69,True,False,False,First Round,14
PHI,2021-22,0.6428132594168045,2226.218411716754,2986.5,7883,0.8867851065509866,76,True,False,False,First Round,12
PHI,2022-23,0.6381840823035234,2522.5257137106373,3350.153846153846,8499,0.8800762302905126,80,True,False,False,First Round,13
PHI,2023-24,0.6327118971988895,1901.3866261338899,2495.5714285714284,8239,0.907601053714709,84,True,False,False,First Round,14
PHX,2015-16,0.7798628621326731,1637.0785140684272,3081.285714285714,6207,0.9346554153656664,82,False,False,False,Lottery,14
PHX,2016-17,0.7288224069416808,1909.8024248008348,3130.923076923077,7672,0.9292837372601074,82,False,False,False,Lottery,13
PHX,2017-18,0.73667292318041,1505.3638789884874,2517.8571428571427,5980,0.930926104832938,82,False,False,False,Lottery,14
PHX,2018-19,0.8475692750437602,1295.2733827631425,3054.3076923076924,6294,0.9661636776959434,82,False,False,False,Lottery,13
PHX,2019-20,0.7128407454571523,1852.9191330464123,2919.3846153846152,7832,0.9324563044696793,73,False,False,False,Lottery,13
PHX,2020-21,0.6369581554917864,2157.562608167667,2857.8571428571427,8633,0.8993032480039187,72,True,True,False,Deep Run,14
PHX,2021-22,0.7326501072476981,1798.1023988322775,2976.6153846153848,7242,0.9305133473036055,82,True,False,False,First Round,13
PHX,2022-23,0.6597122168970833,1458.0375027326972,2030.125,5661,0.9085278304405533,79,True,False,False,First Round,16
PHX,2023-24,0.589389745295703,2389.5894227811305,2862.923076923077,6706,0.8492580280292767,79,True,False,False,First Round,13
POR,2015-16,0.6540579554771218,2794.6866498901773,3842.7272727272725,10174,0.8906965827307105,82,True,False,False,First Round,11
POR,2016-17,0.7073223482401557,2119.9254326508744,3295.6,8099,0.9210662792002512,80,True,False,False,First Round,10
POR,2017-18,0.7760030571868499,2164.3222126106825,4028.4,8690,0.941395327819662,82,True,False,False,First Round,10
POR,2018-19,0.6750070834454142,2401.047317780768,3460.3333333333335,9766,0.9151779048826384,81,True,True,False,Deep Run,12
POR,2019-20,0.6069655541768784,1890.6029516165356,2349.4545454545455,6529,0.877010896173819,70,True,False,False,First Round,11
POR,2020-21,0.6976668440417444,1824.3915807742592,2771.4,7266,0.9159980279411181,72,True,False,False,First Round,10
POR,2021-22,0.693051863146581,856.5366292400558,1287.0526315789473,3447,0.920673314101158,71,False,False,False,Lottery,19
POR,2022-23,0.6400666244631854,1801.88230379642,2402.8571428571427,6541,0.9005633002998567,80,False,False,False,Lottery,14
POR,2023-24,0.6921365965380204,1575.3824486057347,2362.125,6187,0.9114184422662774,72,False,False,False,Lottery,16
SAC,2015-16,0.6523459837091474,2734.532435150274,3745.8333333333335,10620,0.9051307672073798,78,False,False,False,Lottery,12
